Channel 1,Channel 2
3880.47,3271.09
3881.18,3272.66
3881.88,3274.15
3882.62,3274.1
3882.69,3274.15
3882.5,3273.56
3882.1,3273.32
3882.28,3273.22
3882.1,3273.29
3882.2,3273.07
3882.28,3273.12
3881.96,3273.02
3882.42,3272.8
3882.1,3272.68
3882.25,3272.46
3881.93,3272.41
3881.93,3272.53
3881.81,3272.34
3881.76,3272.34
3881.59,3272.41
3881.67,3272
3881.32,3271.83
3881.47,3271.83
3881.23,3271.7
3881.27,3271.7
3881.18,3271.39
3881.05,3271.09
3881.05,3270.65
3880.74,3270.87
3880.76,3270.58
3880.86,3270.61
3880.62,3270.65
3880.83,3270.61
3880.76,3270.29
3880.52,3270.34
3880.52,3270.04
3880.4,3269.97
3880.59,3269.78
3880.42,3269.68
3880.42,3269.53
3880.4,3269.58
3880.22,3269.48
3880.15,3269.36
3880.1,3269.31
3880.18,3268.99
3880.03,3269.31
3880.25,3270.83
3881.18,3271.97
3881.84,3273.02
3882.2,3273.32
3882.08,3273.29
3882.06,3272.83
3881.91,3272.51
3881.64,3272.31
3881.47,3272.34
3881.54,3272.36
3881.54,3272.41
3881.64,3272.29
3881.74,3272.27
3881.69,3272.34
3881.47,3271.97
3881.64,3272.24
3881.52,3272.22
3881.52,3272.14
3881.4,3271.85
3881.2,3271.88
3881.08,3271.44
3880.91,3271.44
3880.96,3271.26
3880.69,3271
3880.66,3270.92
3880.52,3270.9
3880.54,3270.87
3880.49,3270.73
3880.59,3270.73
3880.49,3270.68
3880.52,3270.53
3880.3,3270.53
3880.52,3270.46
3880.42,3270.07
3880.18,3270.12
3880.35,3269.9
3880.35,3269.8
3880,3269.78
3880.25,3269.7
3880.3,3269.19
3880.25,3269.26
3880.05,3269.14
3880.25,3269.21
3880.4,3269.97
3880.91,3271.24
3881.76,3272.95
3882.32,3273.51
3882.4,3273.61
3882.4,3273.54
3882.32,3272.63
3881.86,3272.61
3881.93,3272.36
3882.03,3272.56
3881.91,3272.58
3882.1,3272.44
3882.1,3272.46
3881.81,3272
3881.64,3272.09
3881.74,3272.02
3881.91,3271.88
3881.67,3272.02
3881.47,3272.02
3881.88,3271.85
3881.69,3271.66
3881.4,3271.58
3881.37,3271.44
3881.37,3271.04
3881.13,3271.04
3881.08,3270.73
3880.88,3270.7
3881.27,3270.46
3881.23,3270.36
3881.1,3270.61
3881.08,3270.14
3881.1,3270.12
3881.05,3270.21
3881.03,3270.02
3880.91,3270.12
3881.05,3269.56
3881.01,3269.65
3880.96,3269.63
3880.98,3269.73
3880.96,3269.26
3880.74,3269.24
3880.64,3269.14
3880.54,3269.12
3880.49,3268.53
3880.4,3268.53
3880.3,3268.36
3880.35,3269.36
3881.05,3271
3881.81,3272.39
3882.18,3273.32
3882.52,3273.24
3882.47,3272.68
3882.37,3272.63
3882.1,3272.44
3882.01,3272.19
3882.37,3272.41
3882.15,3272.61
3882.15,3272.27
3882.08,3272.09
3882.13,3271.9
3881.96,3271.56
3881.81,3271.53
3881.88,3271.85
3881.98,3271.78
3881.91,3271.58
3881.62,3271.61
3881.84,3271.68
3881.76,3271.39
3881.74,3271.22
3881.64,3271.09
3881.54,3270.87
3881.49,3270.73
3881.62,3270.83
3881.49,3270.63
3881.49,3270.58
3881.57,3270.46
3881.49,3270.39
3881.52,3270.48
3881.42,3270.53
3881.37,3270.26
3881.25,3269.82
3881.4,3270.07
3881.2,3270.12
3881.25,3270
3881.15,3269.95
3881.4,3269.75
3881.27,3269.92
3881.23,3269.73
3881.13,3269.51
3881.13,3269.41
3880.96,3269.36
3880.93,3269.43
3880.81,3269.53
3881.13,3270.87
3881.91,3272.49
3882.71,3273.75
3883.06,3273.75
3883.06,3273.68
3882.89,3273.02
3882.64,3272.95
3882.3,3272.71
3882.3,3273
3882.45,3272.83
3882.52,3272.95
3882.35,3272.44
3882.15,3272.53
3881.96,3272.12
3882.06,3272.24
3881.98,3272.29
3881.98,3272.07
3881.91,3272.12
3882.13,3272.14
3881.96,3271.92
3882.01,3271.95
3881.93,3271.61
3881.84,3271.53
3881.62,3271.17
3881.71,3271.09
3881.4,3271.12
3881.67,3271.26
3881.47,3270.78
3881.35,3270.78
3881.49,3270.46
3881.47,3270.56
3881.45,3270.68
3881.25,3270.61
3881.52,3270.7
3881.42,3270.61
3881.67,3270.56
3881.42,3270.36
3881.45,3270.29
3881.25,3270.36
3881.18,3270.12
3881.35,3269.97
3881.23,3269.97
3881.23,3270.04
3881.42,3271.24
3881.96,3272.88
3882.57,3274.02
3883.01,3274.58
3883.15,3274.63
3883.13,3274.12
3883.01,3273.66
3882.67,3273.93
3882.71,3273.9
3882.74,3273.9
3882.79,3273.9
3882.59,3273.83
3882.76,3273.78
3882.52,3273.56
3882.67,3273.63
3882.59,3273.63
3882.54,3273.68
3882.69,3273.75
3882.74,3273.61
3882.47,3273.46
3882.62,3273.29
3882.57,3272.92
3882.32,3273.02
3882.08,3272.75
3882.25,3272.49
3882.13,3272.49
3882.08,3272.49
3881.86,3272.36
3882.03,3272.07
3882.1,3272
3881.93,3271.68
3881.69,3272.02
3881.84,3271.83
3881.81,3271.73
3881.62,3271.51
3881.37,3271.51
3881.62,3271.46
3881.59,3271.29
3881.57,3271.02
3881.32,3271
3881.37,3270.61
3881.45,3270.65
3881.49,3270.46
3881.23,3270.75
3881.47,3270.43
3881.27,3270.43
3881.15,3270.31
3881.23,3270.8
3881.71,3272.19
3882.47,3273.71
3883.35,3274.76
3883.3,3275.29
3883.4,3274.9
3883.52,3274.41
3883.35,3274.12
3883.11,3274.15
3882.96,3273.85
3882.91,3274
3883.11,3273.88
3882.71,3273.95
3882.79,3273.85
3882.69,3273.54
3882.79,3273.46
3882.69,3273.66
3882.84,3273.46
3882.62,3273.36
3882.76,3273.32
3882.62,3273.24
3882.67,3272.9
3882.54,3272.8
3882.62,3272.63
3882.45,3272.53
3882.42,3272.39
3882.2,3272
3882.18,3271.95
3882.03,3271.75
3882.25,3271.75
3882.03,3271.53
3882.15,3271.48
3882.03,3271.31
3881.96,3271.17
3881.93,3271.07
3881.79,3270.8
3881.86,3270.78
3881.86,3270.63
3881.4,3270.58
3881.59,3270.31
3881.52,3270.26
3881.67,3270.04
3881.32,3269.7
3881.23,3269.73
3881.23,3269.78
3881.05,3269.68
3881.08,3269.75
3881.01,3269.48
3881.08,3270.17
3881.74,3271.83
3882.2,3273.41
3882.93,3274.29
3883.25,3274.17
3883.28,3274.17
3883.18,3273.78
3883.01,3273.66
3882.91,3273.61
3883.01,3273.51
3883.37,3273.41
3883.59,3273.8
3883.15,3273.34
3883.2,3273.12
3883.3,3273.17
3883.25,3273.29
3883.3,3272.97
3883.42,3273.32
3883.45,3273.56
3883.4,3273.27
3883.37,3273.1
3883.2,3272.8
3883.11,3272.63
3882.98,3272.56
3882.98,3272.53
3883.01,3272.17
3882.91,3272.19
3882.76,3272.09
3882.79,3271.9
3882.71,3271.8
3882.81,3271.78
3883.06,3271.63
3883.03,3271.61
3882.93,3271.36
3882.59,3271.34
3882.76,3271.36
3882.47,3271
3882.52,3270.85
3882.28,3270.78
3882.42,3270.51
3882.35,3270.31
3882.4,3271.17
3882.81,3273.07
3883.59,3274.22
3884.28,3274.85
3884.35,3274.78
3884.45,3274.68
3884.45,3274.68
3884.45,3274.61
3884.11,3274.9
3884.35,3274.88
3884.33,3274.83
3884.38,3274.37
3883.79,3274.46
3883.91,3274.07
3883.81,3273.97
3883.72,3273.93
3883.62,3274.05
3883.67,3273.95
3883.67,3273.63
3883.54,3273.27
3883.42,3273.44
3883.42,3273.14
3883.28,3272.61
3883.2,3272.46
3883.18,3272.41
3882.76,3272.14
3882.69,3271.73
3882.71,3271.78
3882.59,3271.63
3882.62,3271.44
3882.32,3271.41
3882.5,3271.31
3881.96,3270.9
3882.23,3270.9
3881.96,3270.68
3881.91,3270.61
3881.74,3270.51
3881.74,3270.21
3881.79,3270.07
3881.69,3270.17
3881.64,3269.8
3881.49,3269.63
3881.4,3269.7
3881.37,3269.68
3881.42,3269.87
3881.57,3271.02
3882.35,3272.83
3883.08,3274.15
3883.33,3274.56
3883.59,3274.29
3883.52,3273.95
3883.4,3273.9
3883.23,3273.88
3883.33,3273.95
3883.13,3274.15
3883.35,3274.56
3883.45,3274.17
3883.33,3274.12
3883.2,3274.07
3883.11,3273.85
3883.23,3274.12
3883.06,3274
3883.2,3273.97
3883.13,3274.05
3883.03,3273.73
3883.11,3273.39
3882.93,3273.12
3883.01,3273.73
3882.93,3273.39
3882.69,3272.92
3882.64,3272.61
3882.81,3272.34
3882.79,3272.49
3882.71,3272
3882.71,3272.02
3882.57,3271.9
3882.45,3271.78
3882.59,3271.46
3882.37,3271.44
3882.74,3271.51
3882.5,3271.17
3882.57,3271.14
3882.64,3271.02
3882.76,3271.14
3882.67,3270.73
3882.74,3270.83
3882.64,3270.8
3882.47,3270.51
3882.64,3270.56
3882.59,3270.51
3882.37,3270.24
3882.5,3270.41
3882.32,3270.24
3882.3,3270.14
3882.28,3270.12
3882.45,3271.41
3882.86,3273.02
3883.81,3274.49
3884.33,3275.12
3884.59,3275.22
3884.2,3274.95
3884.11,3274.78
3883.98,3274.76
3883.94,3275.2
3884.18,3275.54
3884.18,3275.9
3884.38,3275.63
3884.35,3275.29
3884.38,3275.12
3883.98,3275.15
3884.01,3275.05
3884.06,3274.9
3884.13,3275
3884.23,3274.88
3884.13,3274.61
3884.11,3274.58
3883.86,3274.41
3883.94,3274.05
3883.59,3273.85
3883.52,3273.75
3883.62,3273.44
3883.47,3273.41
3883.5,3273.12
3883.62,3272.88
3883.5,3272.97
3883.57,3272.95
3883.45,3272.75
3883.25,3272.51
3883.4,3272.36
3883.2,3272.41
3883.47,3272.44
3883.42,3272.07
3883.5,3272.09
3883.52,3272.02
3883.37,3272
3883.28,3271.92
3883.37,3271.83
3883.33,3271.9
3883.3,3271.53
